start,STATE,LGA,Name of SEEFOR FADAMA Community Association (SFCA),Name of SEEFOR FADAMA User Groups (SFUG),Type of Sub-project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub-Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement,Status of Sub-Project,Duration of Sub-Project Implementation,Total Number of Service Providers,Total number of enterprise beneficiaries,Number of members with access to extension services,People that has access to services support by the SEEFOR FADAMA Project,People that has access to services support by the SEEFOR FADAMA Project/Capacity building services,People that has access to services support by the SEEFOR FADAMA Project/Advisory Services,People that has access to services support by the SEEFOR FADAMA Project/People that have access to rural infrastructure services,People that has access to services support by the SEEFOR FADAMA Project/Input Support,Number of Meetings,Frequency of meetings held by Group,Average Size of Each Members’ Household,Number of Direct Beneficiaries: Male,Number of Direct Beneficiaries: Female,Number of beneficiaries under supported services: Male,Number of beneficiaries under supported services: Female,Number of Indirect Beneficiaries: Male,Number of Indirect Beneficiaries: Female,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),Crop Production: Metric Tons per Hecta,Fishery: Number of Kg,Livestock: Number of Livestock,Poultry: Number of Birds,Poultry: Crate of Eggs,Processing: Volume of Produce Processed (Kg),Number of Production Cycle,FUEF Amount Saved,Picture of Sub-project 1,Picture of Sub-project 2,GPS Coordinates of site,_GPS Coordinates of site_latitude,_GPS Coordinates of site_longitude,_GPS Coordinates of site_altitude,_GPS Coordinates of site_precision,Success Stories due to presence of intervention,Do you have any challenges?,"If yes, what is the challenge?",Risk factors,Risk factors/Militancy,Risk factors/Oil Spillage,Risk factors/Flood,Risk factors/Others,"If others, specify?",Name of Data Collector,Signature of Data Collector,Name of SEEFOR FADAMA User Groups (SFUGs),Type of enterprise,Total number of membership,Frequency of meetings held,Number of Male,Number of Female,Frequency of meetings held by Groups,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),People that has access to services support by the SEEFOR FADAMA Project,Amount disbursed,Duration of Sub-Project,Total Number of Service Provider,Picture of Site,GIS Coordinates of site,_GIS Coordinates of site_latitude,_GIS Coordinates of site_longitude,_GIS Coordinates of site_altitude,_GIS Coordinates of site_precision,Increase of Agricultural Production for SEEFOR FADAMA,Picture of Sub-project,calculation,Number of Indirect Beneficiaries Male ${calculation},calculation_001,Number of Indirect Beneficiaries Female ${calculation_001},Sustainability Measures,Picture of Sub-project 3,"If yes, specify?",_id,_uuid,_submission_time,_validation_status,_index
2019-10-08T09:25:47.979+01:00,RIVERS,ETCHE,OBITE,UMUALUM,FISHERY,,Fish Pond,,,,,,,2800000,2100000,700000,2100000,19-09-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,5,9,1,9,1,32,90,4,4,18,32,,1800,,,,,3,72000,1570530853574.jpg,1570530365966.jpg,5.201461666666668 7.087303333333334 80.5 4.9,5.201461667,7.087303333,80.5,4.9,INCREASED INCOME,No,,,,,,,,NWACHUKWU CHARITY N,1570523954724.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38388949,4ff70bb8-6c44-4ca6-ab07-a6b12cf26701,2019-10-08T16:18:51,,808
2019-10-08T10:04:48.705+01:00,RIVERS,ETCHE,OBITE,UCHENNA,CROP PRODUCTION,Cassava,,,,,,,,1.47E+07,1100000,370000,1100000,19-09-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,3,6,4,6,4,40,100,2,1,20,27,20,,,,,,1,45000,1570531257214.jpg,1570531330488.jpg,5.228306666666667 7.098035 46.7 5.7,5.228306667,7.098035,46.7,5.7,SUSTAINABILITY,Yes,THEY STARTED WITH FISH AND LATER CHANGED TO CASSAVA DUE TO LAND DISPUT.,,,,,,,NWACHUKWU CHARITY N,1570527193734.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38388953,b410de0b-a57e-4fc7-b124-e78624cb4765,2019-10-08T16:18:53,,809
2019-10-08T10:35:04.189+01:00,RIVERS,ETCHE,OBITE pass,UMUIMEKA,FISHERY,,Fish Pond,,,,,,,2900000,2200000,700000,2200000,19-09-17,Completed,4 - 6 Months,1,9,9,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,4,6,3,6,3,25,50,2,1,19,27,,1800,,,,,3,72000,1570531909510.jpg,1570532192008.jpg,5.222211666666667 7.097358333333333 48.5 4.9,5.222211667,7.097358333,48.5,4.9,SUSTAINABILITY,No,,,,,,,,NWACHUKWU CHARITY N,1570528097985.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38388956,4f46a6c5-cc17-490e-8102-a4671a5847b2,2019-10-08T16:18:57,,810
2019-10-08T11:05:59.603+01:00,RIVERS,ETCHE,OBITE,UMUME,LIVESTOCK,,,Goatry,,,,,,2200000,1600000,600000,1600000,19-09-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,3,6,4,6,4,30,130,3,0,53,25,,,10,,,,3,60000,1570534291387.jpg,1570534383700.jpg,5.194308333333334 7.080008333333335 46.4 5.4,5.194308333,7.080008333,46.4,5.4,"SUSTAINABILTY , INCREASEDINCOME",No,,,,,,,,NWACHUKWU CHARITY N,1570529867880.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38388958,70bb4001-68bd-4de6-8bf1-d3f02d68fdf3,2019-10-08T16:18:59,,811
2019-10-08T11:57:30.957+01:00,RIVERS,ETCHE,OBITE,UMUAKURU,CROP PRODUCTION,Cassava,,,,,,,,1470000,1100000,370000,1100000,19-09-17,Completed,4 - 6 Months,1,11,11,Advisory Services Capacity building services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,5,10,1,10,1,44,107,,,22,118,20,,,,,,1,45000,1570532812072.jpg,1570532911933.jpg,5.222978333333333 7.096525000000001 47.8 6.2,5.222978333,7.096525,47.8,6.2,SUSTAINABILITY,No,,,,,,,,NWACHUKWU CHARITY N,1570533380387.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38388960,b0652a0a-b7b2-4c1e-a5b4-9add36ea62ab,2019-10-08T16:19:01,,812
2019-10-08T12:17:47.645+01:00,RIVERS,ETCHE,OBITE,EMBASSY,FISHERY,,Fish Pond,,,,,,,2800000,2100000,700000,1100000,19-09-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,4,7,3,7,3,28,103,4,0,27,33,,1800,,,,,3,72000,1570535444150.jpg,1570535811003.jpg,5.1919466666666665 7.084455000000001 49.4 4.9,5.191946667,7.084455,49.4,4.9,"SUSTAINABILITY, INCOME GENERATION",No,,,,,,,,NWACHUKWU CHARITY N,1570534149568.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38388963,5cd9e339-80e4-40e3-829d-1ad19b4d8bda,2019-10-08T16:19:03,,813
2019-10-08T12:36:49.167+01:00,RIVERS,ETCHE,OBITE,UMUNDU/UMUEZEUKWU,CROP PRODUCTION,Cassava,,,,,,,,1470000,1100000,370000,1100000,19-09-17,Completed,4 - 6 Months,1,15,15,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,5,10,5,10,5,37,98,,,38,44,20,,,,,,1,45000,1570536170541.jpg,1570536227396.jpg,5.188445 7.0803666666666665 31.9 5.0,5.188445,7.080366667,31.9,5,INCOME GENERATION,No,,,,,,,,NWACHUKWU CHARITY N,1570535255088.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38388964,9a7b085a-d978-42b4-9ac5-5aa228e1d556,2019-10-08T16:19:05,,814
2019-10-08T08:43:34.939+01:00,RIVERS,ETCHE,OBITE,UMUSU,CROP PRODUCTION,Cassava,,,,,,,,1370000,1000000,370000,1000000,19-09-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,5,6,4,6,4,31,90,,,28,23,20,,,,,,1,45000,1570536841801.jpg,1570536937716.jpg,5.1884950000000005 7.079873333333334 42.6 4.5,5.188495,7.079873333,42.6,4.5,THERE IS FOOD INCREASE,No,,,,,,,,KINGSLEY A CHIGBU,1570532891406.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38389602,7f90dae1-ed16-4f28-81e5-8d173a3da89b,2019-10-08T16:28:16,,815
2019-10-08T12:17:00.612+01:00,RIVERS,ETCHE,OBITE,UMUNAWO,LIVESTOCK,,,Goatry,,,,,,2200000,1600000,600000,1600000,19-09-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,4,5,5,5,5,50,122,4,2,75,24,,,10,,,,2,60000,1570537746118.jpg,1570538025964.jpg,5.1983966666666666 7.082353333333333 -5.8 8.5,5.198396667,7.082353333,-5.8,8.5,JOB CREATION,No,,,,,,,,KINGSLEY A CHIGBU,1570534104571.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38389608,077b23a6-5106-4d87-a97c-da47d8755f2c,2019-10-08T16:28:36,,816
2019-10-08T12:36:51.973+01:00,RIVERS,ETCHE,OBITE,UMUNGEDE,CROP PRODUCTION,Cassava,,,,,,,,1470000,1100000,370000,1100000,19-09-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,3,7,3,7,3,28,120,,,25,32,20,,,,,,1,45000,1570538276158.jpg,1570538366734.jpg,5.182571666666666 7.079093333333333 61.3 5.0,5.182571667,7.079093333,61.3,5,SUSTAINABILITY,No,,,,,,,,KINGSLEY A CHIGBU,1570536047848.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38389616,2ae1a688-7b35-446a-90ef-ea8893c5da9a,2019-10-08T16:28:58,,817
2019-10-08T13:01:48.169+01:00,RIVERS,ETCHE,OBITE,UMUNKWOCHA,FISHERY,,Fish Pond,,,,,,,2800000,2100000,700000,2100000,19-09-17,Completed,4 - 6 Months,1,12,12,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,4,8,4,8,4,20,115,2,,28,27,,1800,,,,,3,72000,1570551811170.jpg,1570551846607.jpg,5.216261666666666 7.090653333333334 38.2 5.5,5.216261667,7.090653333,38.2,5.5,SUSTAINABILITY,No,,,,,,,,KINGSLEY A CHIGBU,1570536655003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38389630,fb08defc-83a7-4c62-8c19-2b2dee01d794,2019-10-08T16:29:08,,818
2019-10-08T13:42:59.514+01:00,RIVERS,ETCHE,OBITE,UDOALA,CROP PRODUCTION,Cassava,,,,,,,,1370000,1000000,370000,1000000,19-09-17,Completed,4 - 6 Months,1,12,12,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,5,8,4,8,4,23,122,,,29,21,20,,,,,,1,45000,1570539875868.jpg,1570539915015.jpg,5.2166950000000005 7.089015000000001 39.9 5.5,5.216695,7.089015,39.9,5.5,INCREASED INCOME,No,,,,,,,,KINGSLEY A CHIGBU,1570539154298.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38389657,0d444f5f-7d24-47c8-980c-cdadef8851e5,2019-10-08T16:29:47,,819
2019-10-08T14:07:16.236+01:00,RIVERS,ETCHE,OBITE,OGANIHI,CROP PRODUCTION,Cassava,,,,,,,,1470000,1100000,370000,1100000,19-09-17,Completed,4 - 6 Months,1,12,12,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,6,7,5,7,5,67,22,,,70,60,20,,,,,,1,45000,1570540943293.jpg,1570540993375.jpg,5.182055 7.078835 36.8 4.2,5.182055,7.078835,36.8,4.2,"INCOME GENERATION, SUSTAINABILITY",No,,,,,,,,KINGSLEY A CHIGBU,1570540822341.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38389661,33a9f2f2-bf0b-4ca1-bc24-0d8cbb5b1aba,2019-10-08T16:29:52,,820
2019-10-08T14:23:56.849+01:00,RIVERS,ETCHE,OBITE,UMUNNA,CROP PRODUCTION,Cassava,,,,,,,,1470000,1100000,370000,1100000,19-09-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,4,9,1,9,1,32,87,,,65,65,20,,,,,,1,45000,1570541386398.jpg,1570541433697.jpg,5.181831666666667 7.077991666666666 -7.2 9.7,5.181831667,7.077991667,-7.2,9.7,SUSTAINABILITY,No,,,,,,,,KINGSLEY A CHIGBU,1570541804324.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38389670,c53703cd-65fd-4de7-9cbf-fc249dd2d451,2019-10-08T16:29:55,,821
2019-10-08T14:48:01.344+01:00,RIVERS,ETCHE,OBITE,,RURAL INFRASTRUCTURE,,,,,,,Rural Market,,4100000,3600000,500000,3600000,14-12-17,Completed,10 - 12 Months,1,23,23,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,3,13,10,13,10,42,37,2,1,55,70,,,,,,,1,48000,1570542878931.jpg,1570542994530.jpg,5.205775 7.092048333333334 54.9 4.4,5.205775,7.092048333,54.9,4.4,SUSTAINABILITY,No,,,,,,,,KINGSLEY A CHIGBU,1570543133696.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38389686,9a21bc75-f682-4c78-8b60-b550ba78b88d,2019-10-08T16:30:10,,822
2019-10-06T12:50:15.347+01:00,BAYELSA,SOUTHERN IJAW,AMATOLO,EBIKPO KIRISI OGBO,CROP PRODUCTION,Cassava,,,,,,,,1014000,720000,294000,720000,06-12-17,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,4,3,7,3,7,25,55,0,0,0,0,2500,,,,,,2,7000,1570551409345.jpg,1570551429197.jpg,5.0278816666666675 6.070340000000001 0.4 4.4,5.027881667,6.07034,0.4,4.4,,Yes,FLOODING PROBLEMS,Flood,0,0,1,0,,SUODOH EGBUSON,1570362967469.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38396537,c27471ac-4f17-4338-a4e4-daf1b1557971,2019-10-08T18:23:03,,823
2019-10-08T12:19:50.345+01:00,RIVERS,ASARI TORU,IDO,,RURAL INFRASTRUCTURE,,,,,,,Water Scheme,,2063500,1883500,180000,1883500,14-08-17,Completed,4 - 6 Months,1,140,441,Capacity building services Advisory Services People that have access to rural infrastructure services,1,1,1,0,28,1,5,54,86,54,86,100,90,2,0,100,90,,,,,,,,,1570533982579.jpg,1570536570699.jpg,4.744337024020579 6.854902507271809 18.854530334472656 4.9,4.744337024,6.854902507,18.85453033,4.9,,Yes,ONE OF The GENERATORS AND SUMO ARE FAULTY AND NEED REPLACEMENT,,,,,,,AMIRIZE PRECIOUS,1570534444627.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38396791,1f31bd3d-6b56-4bd9-8b1b-872304d1c9da,2019-10-08T18:29:16,,824
2019-10-08T12:34:35.027+01:00,RIVERS,ASARI TORU,IDO,"
BOMA",POULTRY,,,,Broilers,,,,,2670000,2000000,670000,2000000,20-06-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,31,1,6,0,10,,10,25,25,4,5,20,30,,,,700,,,2,45000,1570534556909.jpg,1570534582693.jpg,4.739568733725277 6.848444400484449 23.544240951538086 4.9,4.739568734,6.8484444,23.54424095,4.9,,Yes,HIGH COST OF FEEDS,,,,,,,AMIRIZE PRECIOUS,1570534665951.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38396824,e1ea5f45-0023-41db-9633-93a66fb988ce,2019-10-08T18:30:05,,825
2019-10-08T12:38:17.737+01:00,RIVERS,ASARI TORU,IDO,IBIAMA,LIVESTOCK,,,Piggery,,,,,,2930000,2200000,730000,2200000,20-10-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,29,1,4,4,6,4,6,40,20,5,3,40,20,,,15,,,,2,,1570534763175.jpg,1570534871029.jpg,4.73937088767339 6.848440508053509 20.095748901367188 4.9,4.739370888,6.848440508,20.0957489,4.9,,Yes,VANTINARY NEEDED,,,,,,,AMIRIZE PRECIOUS,1570534943957.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38396887,9b634212-d8b3-4e12-86a2-f76e37343a95,2019-10-08T18:31:05,,826
2019-10-06T12:56:18.627+01:00,BAYELSA,SOUTHERN IJAW,AMATOLO,EBIDOU OGBO,CROP PRODUCTION,Plantain,,,,,,,,1014000,720000,294000,720000,06-12-17,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,11,1,3,7,3,7,3,20,50,0,0,0,0,3200,,,,,,2,10000,1570552050503.jpg,1570552084837.jpg,5.030133333333334 6.073423333333333 2.7 4.3,5.030133333,6.073423333,2.7,4.3,THE INTERVENTION IS OF HELP BUT WE STILL ASK FOR MORE INTERVENTIONS,No,,Flood,0,0,1,0,,SUODOH EGBUSON,1570363303277.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397294,a9de8209-1acf-4ae4-8a4a-f77ed745bcf4,2019-10-08T18:40:23,,827
2019-10-08T12:43:11.512+01:00,RIVERS,ASARI TORU,IDO,LAYE,FISHERY,,Fish Pond,,,,,,,2880000,2150000,730000,2150000,31-08-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,25,1,6,6,4,6,4,25,25,3,1,25,25,,3240,,,,,2,65000,1570535038904.jpg,1570535078228.jpg,4.7392677456927155 6.848352483576298 16.35794448852539 4.9,4.739267746,6.848352484,16.35794449,4.9,,Yes,HIGH COST OF FEEDS,,,,,,,AMIRIZE PRECIOUS,1570535147013.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397298,1a9c983c-6c7d-4a3d-902f-ecbb040c43ba,2019-10-08T18:40:31,,828
2019-10-08T12:45:56.031+01:00,RIVERS,ASARI TORU,IDO,WOBOMATE,LIVESTOCK,,,Piggery,,,,,,2930000,2200000,730000,2200000,20-06-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,32,1,8,5,5,5,5,50,10,5,3,50,10,,,22,,,,3,,1570535214269.jpg,1570535264316.jpg,4.739372617461763 6.848247510265164 36.55553436279297 4.9,4.739372617,6.84824751,36.55553436,4.9,INCREASE IN STOCK DO TO GOOD FARM MANAGEMENT,,,,,,,,,AMIRIZE PRECIOUS,1570535335121.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397301,2290d2df-6dc7-4c05-b0cf-091d2e04eac6,2019-10-08T18:40:36,,829
2019-10-08T12:49:01.760+01:00,RIVERS,ASARI TORU,IDO,TROKOMU AWO,LIVESTOCK,,,Goatry,,,,,,1940000,1450000,490000,1450000,20-06-17,Completed,4 - 6 Months,1,10,10,Input Support People that have access to rural infrastructure services Advisory Services Capacity building services,1,1,1,1,22,1,5,2,8,2,8,35,15,5,2,35,15,,,20,,,,2,,1570535478693.jpg,1570535547435.jpg,4.73917843076729 6.84818314636241 18.308639526367188 4.9,4.739178431,6.848183146,18.30863953,4.9,,Yes,OUT BREAK OF SWINE FEVER,,,,,,,AMIRIZE PRECIOUS,1570535878239.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397303,c86236f4-cfae-44f2-a3cd-430603f013d6,2019-10-08T18:40:39,,830
2019-10-08T12:58:07.117+01:00,RIVERS,ASARI TORU,IDO,AMBARA,FISHERY,,Capture Fish,,,,,,,2130000,1600000,530000,1600000,20-06-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,32,1,6,10,0,10,0,45,5,10,0,45,5,,3600,,,,,144,90000,1570537104614.jpg,1570537257195.jpg,4.744980339237472 6.853406732970218 35.48185348510742 4.9,4.744980339,6.853406733,35.48185349,4.9,THE GROUP HAS ADDITIONAL BOAT FROM THEIR PROCEEDS,Yes,THE GROUP ENEGINE HAS BEEN POACHED,,,,,,,AMIRIZE PRECIOUS,1570537317974.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397304,d8a2f227-a05a-4a06-ac2c-a6cbe1c7457e,2019-10-08T18:40:43,,831
2019-10-08T13:22:05.353+01:00,RIVERS,ASARI TORU,IDO,AMAIBI ISAMUTA OGBO,FISHERY,,Others,,,,,,,2250000,1600000,650000,1600000,20-06-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services,1,1,1,0,27,1,6,0,10,,10,10,40,0,10,10,40,,540,,,,,72,85000,1570537614779.jpg,1570537886961.jpg,4.744662365435634 6.85322237153487 17.442882537841797 4.9,4.744662365,6.853222372,17.44288254,4.9,ADDITIONAL BOAT FROM THEIR PROCEEDS. 2 BOATS BEFORE Now 3 BOATS,,,,,,,,,AMIRIZE PRECIOUS,1570537723220.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397307,bb52634a-7345-478e-942a-10754634e6c7,2019-10-08T18:40:48,,832
2019-10-08T13:34:50.521+01:00,RIVERS,ASARI TORU,IDO,BELEMA,LIVESTOCK,,,Piggery,,,,,,2930000,2200000,730000,2200000,20-06-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,30,1,7,3,7,3,7,25,35,4,2,25,35,,,7,,,,1,5000,1570539583741.jpg,1570539627838.jpg,4.743478237253987 6.851629016494826 26.002444718964398 4.9,4.743478237,6.851629016,26.00244472,4.9,,No,,,,,,,,AMIRIZE PRECIOUS,1570539677503.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397314,5a067473-17e6-42d6-b041-9a63f7079a92,2019-10-08T18:40:53,,833
2019-10-08T14:26:25.638+01:00,RIVERS,ASARI TORU,IDO,BARASUA,FISHERY,,Fish Pond,,,,,,,1890000,1400000,490000,1400000,20-06-17,Completed,4 - 6 Months,1,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,1,9,5,5,5,5,30,20,5,2,30,20,,4860,,,,,3,200000,1570541866431.jpg,1570541717173.jpg,4.7819191664873 6.816515598293416 21.807477951049805 4.9,4.781919166,6.816515598,21.80747795,4.9,INCREASE IN STOCK FROM 2000 TO 10000,No,,,,,,,,AMIRIZE PRECIOUS,1570541365712.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397318,f5d518bd-af89-4d61-af46-edd14b27f8b0,2019-10-08T18:40:56,,834
2019-10-06T13:02:07.766+01:00,BAYELSA,SOUTHERN IJAW,AMATOLO,EBIKEAREDE,CROP PRODUCTION,Plantain,,,,,,,,1014000,720000,294000,720000,07-12-17,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,4,5,5,5,5,30,40,0,0,0,0,3000,,,,,,2,8000,1570553955531.jpg,1570553980538.jpg,5.0282133333333325 6.064816666666667 2.0 4.2,5.028213333,6.064816667,2,4.2,,No,,Flood,0,0,1,0,,SUODOH EGBUSON,1570363535750.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397319,6da4be1e-db6e-4963-b86c-fa91fab91bf8,2019-10-08T18:40:56,,835
2019-10-06T13:05:53.871+01:00,BAYELSA,SOUTHERN IJAW,AMATOLO,EBIPADE,CROP PRODUCTION,Plantain,,,,,,,,1014000,720000,294000,720000,07-12-17,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,10,1,4,3,7,3,7,15,55,0,0,0,0,3200,,,,,,2,5000,1570554080857.jpg,1570554106920.jpg,5.028386666666666 6.0647616666666675 0.3 4.2,5.028386667,6.064761667,0.3,4.2,,No,,Flood,0,0,1,0,,SUODOH EGBUSON,1570363785484.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397323,b4630db6-10f3-400c-91f2-f1482ce6ffb4,2019-10-08T18:41:02,,836
2019-10-06T13:09:58.629+01:00,BAYELSA,SOUTHERN IJAW,AMATOLO,,RURAL INFRASTRUCTURE,,,,,,,Water Scheme,,3300000,3000000,300000,3000000,20-02-18,Completed,10 - 12 Months,3,100,100,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,25,2,4,40,60,40,60,250,450,0,0,0,0,,,,,,,,22000,1570550910006.jpg,1570550939027.jpg,5.026266666666667 6.068436666666666 3.5 4.8,5.026266667,6.068436667,3.5,4.8,DUE TO THE INTERVENTION WE NOW HAVE CONSTANT WATER,No,,Others,0,0,0,1,LACK OF COOPERATION TO FUEL THE GENERATOR,SUODOH EGBUSON,1570364047589.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397327,d00bacd0-4a2a-4908-b1f2-e9f7244df252,2019-10-08T18:41:07,,837
2019-10-04T10:10:02.356+01:00,DELTA,WARRI SOUTH,GREAT DREAM,DIADEM OIL PALM PROCESSOR,CROP PRODUCTION,Oil Palm,,,,,,,Others,1881264,481200,1400064,1400064,19-11-15,Completed,10 - 12 Months,0,0,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,3,4,8,2,8,2,56,14,70,0,0,0,,,,,,,,,1570555509261.jpg,1570555531997.jpg,5.577936666666666 5.684858333333334 16.9 4.7,5.577936667,5.684858333,16.9,4.7,NO OIL PROCESSOR ON GROUND,Yes,FLOOD,Flood,0,0,1,0,,ANTHONY OBIEMENEM,1570564315308.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38401075,8f87aef4-d685-407d-ac72-dce9599eadda,2019-10-08T19:55:18,,838
2019-10-04T10:19:00.626+01:00,DELTA,WARRI SOUTH,GREAT DREAM FUG,MERCY OF GOD CASSAVA PROGRAMME,CROP PRODUCTION,Cassava,,,,,,,Others,1109624,1109624,0,109624,07-07-15,Completed,10 - 12 Months,0,0,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,6,5,5,1,13,14,7,7,98,0,0,2,0,,,,,,,,0,1570555893231.jpg,1570555913962.jpg,5.577778333333333 5.686421666666666 4.8 3.4,5.577778333,5.686421667,4.8,3.4,NO SUCCESS STORIES BECAUSE NOTHING ON GROUND,Yes,FLOOD,Flood,0,0,1,0,,ANTHONY OBIEMENEM,1570469825321.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38404220,8aed9243-1418-4053-9455-6da0280cf678,2019-10-08T20:50:23,,839
2019-10-04T10:19:51.152+01:00,DELTA,WARRI SOUTH,UKPOKITI FCA,EVER READY FISH,FISHERY,,Fish Pond,,,,,,Others,2526234.7,1729734.7,796500,1729734.7,26-06-15,Completed,10 - 12 Months,4,11,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,12,5,8,3,0,0,56,21,0,0,0,0,,200,,350,1000,,1,0,1570180902671.jpg,1570180946282.jpg,5.629538842476904 5.6246337946504354 38.0 5.0,5.629538842,5.624633795,38,5,,,,,,,,,,NWAELI PASCHAL,1570606957707.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38425255,aac932cd-beb2-4090-93ab-653952286577,2019-10-09T07:43:04,,840
